frame.time,http.host,ip.src
"Mar 17, 2015 07:50:09.802777000 UTC","ib.adnxs.com","192.168.0.51"
"Mar 17, 2015 07:50:09.940957000 UTC","dps.bing.com","192.168.0.51"
"Mar 17, 2015 07:50:10.146247000 UTC","ib.adnxs.com","192.168.0.51"
"Mar 17, 2015 07:50:10.422634000 UTC","t.mookie1.com","192.168.0.51"
"Mar 17, 2015 07:50:10.573225000 UTC","ib.adnxs.com","192.168.0.51"
"Mar 17, 2015 07:50:10.638319000 UTC","ib.adnxs.com","192.168.0.51"
"Mar 17, 2015 07:50:10.774348000 UTC","pixel.rubiconproject.com","192.168.0.51"
"Mar 17, 2015 07:50:10.836140000 UTC","ib.adnxs.com","192.168.0.51"
"Mar 17, 2015 07:50:11.012591000 UTC","pr.ybp.yahoo.com","192.168.0.51"
"Mar 17, 2015 07:50:11.082459000 UTC","ib.adnxs.com","192.168.0.51"
"Mar 17, 2015 07:50:11.252871000 UTC","ads.stickyadstv.com","192.168.0.51"
"Mar 17, 2015 07:50:11.315021000 UTC","ib.adnxs.com","192.168.0.51"
"Mar 17, 2015 07:50:11.493522000 UTC","bidi-geo.mythings.com","192.168.0.51"
"Mar 17, 2015 07:50:11.584940000 UTC","ib.adnxs.com","192.168.0.51"
"Mar 17, 2015 07:50:36.552360000 UTC","ads-grooveshark.com","192.168.0.51"
"Mar 17, 2015 07:50:37.037885000 UTC","crtl.aimatch.com","192.168.0.51"
"Mar 17, 2015 07:50:37.248306000 UTC","ads.incmd10.com","192.168.0.51"
"Mar 17, 2015 07:50:37.453014000 UTC","uk-ads.openx.net","192.168.0.51"
"Mar 17, 2015 07:50:37.580521000 UTC","uk-ads.openx.net","192.168.0.51"
"Mar 17, 2015 07:50:38.225997000 UTC","ads.deliverimp.com","192.168.0.51"
"Mar 17, 2015 07:50:38.281151000 UTC","eu-u.openx.net","192.168.0.51"
"Mar 17, 2015 07:50:38.285808000 UTC","uk-ads.openx.net","192.168.0.51"
"Mar 17, 2015 07:50:38.422167000 UTC","match.adsrvr.org","192.168.0.51"
"Mar 17, 2015 07:50:38.435920000 UTC","ib.adnxs.com","192.168.0.51"
"Mar 17, 2015 07:50:38.502821000 UTC","ib.adnxs.com","192.168.0.51"
"Mar 17, 2015 07:50:38.552872000 UTC","us-u.openx.net","192.168.0.51"
"Mar 17, 2015 07:50:38.665649000 UTC","fra1.ib.adnxs.com","192.168.0.51"
"Mar 17, 2015 07:50:38.785345000 UTC","cdn.castaclip.net","192.168.0.51"
"Mar 17, 2015 07:50:38.850172000 UTC","cdn.castaclip.net","192.168.0.51"
"Mar 17, 2015 07:50:38.851496000 UTC","ib.adnxs.com","192.168.0.51"
"Mar 17, 2015 07:50:38.909357000 UTC","cdn.castaclip.net","192.168.0.51"
"Mar 17, 2015 07:50:38.981271000 UTC","cdn.castaclip.net","192.168.0.51"
"Mar 17, 2015 07:50:38.988508000 UTC","a248.e.akamai.net","192.168.0.51"
"Mar 17, 2015 07:50:39.040681000 UTC","ib.adnxs.com","192.168.0.51"
"Mar 17, 2015 07:50:39.126494000 UTC","se.ilovevideo.tv","192.168.0.51"
"Mar 17, 2015 07:50:39.285667000 UTC","an.pxl.ace.advertising.com","192.168.0.51"
"Mar 17, 2015 07:50:39.313181000 UTC","edge1.cdn.castaclip.net","192.168.0.51"
"Mar 17, 2015 07:50:39.396218000 UTC","edge1.cdn.castaclip.net","192.168.0.51"
"Mar 17, 2015 07:50:39.396231000 UTC","edge1.cdn.castaclip.net","192.168.0.51"
"Mar 17, 2015 07:50:39.428987000 UTC","ib.adnxs.com","192.168.0.51"
"Mar 17, 2015 07:50:39.501547000 UTC","ajax.googleapis.com","192.168.0.51"
"Mar 17, 2015 07:50:39.523970000 UTC","ajax.googleapis.com","192.168.0.51"
"Mar 17, 2015 07:50:39.531699000 UTC","ajax.googleapis.com","192.168.0.51"
"Mar 17, 2015 07:50:39.571584000 UTC","dpm.demdex.net","192.168.0.51"
"Mar 17, 2015 07:50:39.596691000 UTC","cdn.castaclip.net","192.168.0.51"
"Mar 17, 2015 07:50:39.600530000 UTC","fonts.googleapis.com","192.168.0.51"
"Mar 17, 2015 07:50:39.655205000 UTC","ib.adnxs.com","192.168.0.51"
"Mar 17, 2015 07:50:39.684088000 UTC","www.ilovevideo.tv","192.168.0.51"
"Mar 17, 2015 07:50:39.684099000 UTC","www.ilovevideo.tv","192.168.0.51"
"Mar 17, 2015 07:50:39.684102000 UTC","cdn.castaclip.net","192.168.0.51"
"Mar 17, 2015 07:50:39.684105000 UTC","edge2.cdn.castaclip.net","192.168.0.51"
"Mar 17, 2015 07:50:39.795057000 UTC","cm.adgrx.com","192.168.0.51"
"Mar 17, 2015 07:50:39.857639000 UTC","ib.adnxs.com","192.168.0.51"
"Mar 17, 2015 07:50:39.915659000 UTC","ib.adnxs.com","192.168.0.51"
"Mar 17, 2015 07:50:39.917304000 UTC","ib.adnxs.com","192.168.0.51"
"Mar 17, 2015 07:50:39.943156000 UTC","js-agent.newrelic.com","192.168.0.51"
"Mar 17, 2015 07:50:39.977069000 UTC","ib.adnxs.com","192.168.0.51"
"Mar 17, 2015 07:50:40.003663000 UTC","trk.ilovevideo.tv","192.168.0.51"
"Mar 17, 2015 07:50:40.005693000 UTC","trk.ilovevideo.tv","192.168.0.51"
"Mar 17, 2015 07:50:40.185303000 UTC","cdn.castaclip.net","192.168.0.51"
"Mar 17, 2015 07:50:40.185313000 UTC","www.ilovevideo.tv","192.168.0.51"
"Mar 17, 2015 07:50:40.191351000 UTC","bam.nr-data.net","192.168.0.51"
"Mar 17, 2015 07:50:40.248234000 UTC","idpix.media6degrees.com","192.168.0.51"
"Mar 17, 2015 07:50:40.383559000 UTC","ib.adnxs.com","192.168.0.51"
"Mar 17, 2015 07:50:40.474125000 UTC","ib.adnxs.com","192.168.0.51"
"Mar 17, 2015 07:50:40.699660000 UTC","d.chango.com","192.168.0.51"
"Mar 17, 2015 07:50:40.722763000 UTC","trk.ilovevideo.tv","192.168.0.51"
"Mar 17, 2015 07:50:40.841049000 UTC","ib.adnxs.com","192.168.0.51"
"Mar 17, 2015 07:50:41.038466000 UTC","mpp.vindicosuite.com","192.168.0.51"
"Mar 17, 2015 07:50:41.181830000 UTC","ib.adnxs.com","192.168.0.51"
"Mar 17, 2015 07:50:41.256356000 UTC","ib.adnxs.com","192.168.0.51"
"Mar 17, 2015 07:50:41.393334000 UTC","ads.yahoo.com","192.168.0.51"
"Mar 17, 2015 07:50:41.496279000 UTC","ads.yahoo.com","192.168.0.51"
"Mar 17, 2015 07:50:41.581124000 UTC","ib.adnxs.com","192.168.0.51"
"Mar 17, 2015 07:50:41.650606000 UTC","ib.adnxs.com","192.168.0.51"
"Mar 17, 2015 07:50:41.821321000 UTC","x.skimresources.com","192.168.0.51"
"Mar 17, 2015 07:50:41.972946000 UTC","d2tjil5tz17cbz.cloudfront.net","192.168.0.51"
"Mar 17, 2015 07:50:42.073270000 UTC","ib.adnxs.com","192.168.0.51"
"Mar 17, 2015 07:50:42.304896000 UTC","adadvisor.net","192.168.0.51"
"Mar 17, 2015 07:50:42.712046000 UTC","www.adadvisor.net","192.168.0.51"
"Mar 17, 2015 07:50:43.201838000 UTC","ib.adnxs.com","192.168.0.51"
"Mar 17, 2015 07:50:56.190289000 UTC","www.pwned.se","37.48.77.227"
"Mar 17, 2015 07:50:56.351231000 UTC","www.pwned.se","37.48.77.227"
"Mar 17, 2015 07:50:56.480613000 UTC","www.pwned.se","37.48.77.227"
"Mar 17, 2015 07:50:56.573694000 UTC","www.pwned.se","37.48.77.227"
"Mar 17, 2015 07:50:56.589568000 UTC","www.pwned.se","37.48.77.227"
"Mar 17, 2015 07:50:56.589575000 UTC","www.pwned.se","37.48.77.227"
"Mar 17, 2015 07:50:56.590096000 UTC","www.pwned.se","37.48.77.227"
"Mar 17, 2015 07:50:56.592359000 UTC","www.pwned.se","37.48.77.227"
"Mar 17, 2015 07:50:56.594308000 UTC","www.pwned.se","37.48.77.227"
"Mar 17, 2015 07:50:56.682698000 UTC","www.pwned.se","37.48.77.227"
"Mar 17, 2015 07:50:56.690628000 UTC","www.pwned.se","37.48.77.227"
"Mar 17, 2015 07:51:03.033160000 UTC","www.pwned.se","37.48.77.227"
"Mar 17, 2015 07:51:03.035810000 UTC","www.pwned.se","37.48.77.227"
"Mar 17, 2015 07:51:03.097784000 UTC","www.pwned.se","37.48.77.227"
"Mar 17, 2015 07:51:03.253801000 UTC","www.pwned.se","37.48.77.227"
"Mar 17, 2015 07:51:07.032100000 UTC","ads-grooveshark.com","192.168.0.51"
"Mar 17, 2015 07:51:07.768791000 UTC","crtl.aimatch.com","192.168.0.51"
"Mar 17, 2015 07:51:08.252898000 UTC","ads.rubiconproject.com","192.168.0.51"
"Mar 17, 2015 07:51:08.402859000 UTC","optimized-by.rubiconproject.com","192.168.0.51"
"Mar 17, 2015 07:51:08.641509000 UTC","track.adform.net","192.168.0.51"
"Mar 17, 2015 07:51:08.730317000 UTC","s1.adform.net","192.168.0.51"
"Mar 17, 2015 07:51:08.800308000 UTC","track.adform.net","192.168.0.51"
"Mar 17, 2015 07:51:08.800710000 UTC","s1.adform.net","192.168.0.51"
"Mar 17, 2015 07:51:08.842369000 UTC","track.adform.net","192.168.0.51"
"Mar 17, 2015 07:51:08.898242000 UTC","s1.adform.net","192.168.0.51"
"Mar 17, 2015 07:51:08.901731000 UTC","dpm.demdex.net","192.168.0.51"
"Mar 17, 2015 07:51:08.948565000 UTC","pixel.rubiconproject.com","192.168.0.51"
"Mar 17, 2015 07:51:08.949011000 UTC","ib.adnxs.com","192.168.0.51"
"Mar 17, 2015 07:51:08.951032000 UTC","d.turn.com","192.168.0.51"
"Mar 17, 2015 07:51:08.951872000 UTC","ib.adnxs.com","192.168.0.51"
"Mar 17, 2015 07:51:08.956018000 UTC","d.turn.com","192.168.0.51"
"Mar 17, 2015 07:51:08.956263000 UTC","t4.liverail.com","192.168.0.51"
"Mar 17, 2015 07:51:08.962753000 UTC","x.bidswitch.net","192.168.0.51"
"Mar 17, 2015 07:51:08.967232000 UTC","ads.stickyadstv.com","192.168.0.51"
"Mar 17, 2015 07:51:08.971947000 UTC","ads.yahoo.com","192.168.0.51"
"Mar 17, 2015 07:51:08.995581000 UTC","s1.adform.net","192.168.0.51"
"Mar 17, 2015 07:51:08.997590000 UTC","ad.yieldlab.net","192.168.0.51"
"Mar 17, 2015 07:51:09.004959000 UTC","track.adform.net","192.168.0.51"
"Mar 17, 2015 07:51:09.019883000 UTC","ih.adscale.de","192.168.0.51"
"Mar 17, 2015 07:51:09.026574000 UTC","adadvisor.net","192.168.0.51"
"Mar 17, 2015 07:51:09.029859000 UTC","ad.360yield.com","192.168.0.51"
"Mar 17, 2015 07:51:09.038228000 UTC","s1.adform.net","192.168.0.51"
"Mar 17, 2015 07:51:09.041505000 UTC","s1.adform.net","192.168.0.51"
"Mar 17, 2015 07:51:09.045525000 UTC","mpp2.vindicosuite.com","192.168.0.51"
"Mar 17, 2015 07:51:09.058142000 UTC","rt.legolas-media.com","192.168.0.51"
"Mar 17, 2015 07:51:09.113997000 UTC","track.adform.net","192.168.0.51"
"Mar 17, 2015 07:51:09.115068000 UTC","image2.pubmatic.com","192.168.0.51"
"Mar 17, 2015 07:51:09.117229000 UTC","pixel.rubiconproject.com","192.168.0.51"
"Mar 17, 2015 07:51:09.125723000 UTC","bbnaut.ibillboard.com","192.168.0.51"
"Mar 17, 2015 07:51:09.126237000 UTC","ssp-csync.smartadserver.com","192.168.0.51"
"Mar 17, 2015 07:51:09.156479000 UTC","atemda.com","192.168.0.51"
"Mar 17, 2015 07:51:09.169089000 UTC","dis.criteo.com","192.168.0.51"
"Mar 17, 2015 07:51:09.190609000 UTC","ums.adtech.de","192.168.0.51"
"Mar 17, 2015 07:51:09.218323000 UTC","sync.search.spotxchange.com","192.168.0.51"
"Mar 17, 2015 07:51:09.220160000 UTC","loadm.exelator.com","192.168.0.51"
"Mar 17, 2015 07:51:09.223542000 UTC","pdw-adf.userreport.com","192.168.0.51"
"Mar 17, 2015 07:51:09.263451000 UTC","c1.adform.net","192.168.0.51"
"Mar 17, 2015 07:51:09.263701000 UTC","c1.adform.net","192.168.0.51"
"Mar 17, 2015 07:51:09.263937000 UTC","c1.adform.net","192.168.0.51"
"Mar 17, 2015 07:51:09.265819000 UTC","c1.adform.net","192.168.0.51"
"Mar 17, 2015 07:51:09.267783000 UTC","c1.adform.net","192.168.0.51"
"Mar 17, 2015 07:51:09.277911000 UTC","b.scorecardresearch.com","192.168.0.51"
"Mar 17, 2015 07:51:09.316646000 UTC","tap2-cdn.rubiconproject.com","192.168.0.51"
"Mar 17, 2015 07:51:09.318298000 UTC","sp.adbrn.com","192.168.0.51"
"Mar 17, 2015 07:51:09.326090000 UTC","dmp.adform.net","192.168.0.51"
"Mar 17, 2015 07:51:09.398372000 UTC","sp.adbrn.com","192.168.0.51"
"Mar 17, 2015 07:51:09.426994000 UTC","ad.turn.com","192.168.0.51"
"Mar 17, 2015 07:51:09.464524000 UTC","ib.adnxs.com","192.168.0.51"
"Mar 17, 2015 07:51:09.466758000 UTC","cm.g.doubleclick.net","192.168.0.51"
"Mar 17, 2015 07:51:09.466858000 UTC","c1.adform.net","192.168.0.51"
"Mar 17, 2015 07:51:09.466860000 UTC","sync.mathtag.com","192.168.0.51"
"Mar 17, 2015 07:51:09.500455000 UTC","x.bidswitch.net","192.168.0.51"
"Mar 17, 2015 07:51:09.511215000 UTC","t4.liverail.com","192.168.0.51"
"Mar 17, 2015 07:51:09.519005000 UTC","pixel.rubiconproject.com","192.168.0.51"
"Mar 17, 2015 07:51:09.521172000 UTC","cdn.turn.com","192.168.0.51"
"Mar 17, 2015 07:51:09.523202000 UTC","pixel.quantserve.com","192.168.0.51"
"Mar 17, 2015 07:51:09.568550000 UTC","pixel.rubiconproject.com","192.168.0.51"
"Mar 17, 2015 07:51:09.599517000 UTC","pixel.sitescout.com","192.168.0.51"
"Mar 17, 2015 07:51:09.601466000 UTC","pixel.rubiconproject.com","192.168.0.51"
"Mar 17, 2015 07:51:09.601680000 UTC","pixel.rubiconproject.com","192.168.0.51"
"Mar 17, 2015 07:51:09.602265000 UTC","pixel.rubiconproject.com","192.168.0.51"
"Mar 17, 2015 07:51:09.602266000 UTC","bh.contextweb.com","192.168.0.51"
"Mar 17, 2015 07:51:09.640658000 UTC","cm.dpclk.com","192.168.0.51"
"Mar 17, 2015 07:51:09.649575000 UTC","ads.mediade.sk","192.168.0.51"
"Mar 17, 2015 07:51:09.778032000 UTC","pixel.rubiconproject.com","192.168.0.51"
"Mar 17, 2015 07:51:09.872958000 UTC","tags.bluekai.com","192.168.0.51"
"Mar 17, 2015 07:51:10.022996000 UTC","pixel.rubiconproject.com","192.168.0.51"
"Mar 17, 2015 07:51:37.591622000 UTC","ads-grooveshark.com","192.168.0.51"
"Mar 17, 2015 07:51:38.232114000 UTC","crtl.aimatch.com","192.168.0.51"
"Mar 17, 2015 07:51:38.735575000 UTC","optimized-by.rubiconproject.com","192.168.0.51"
"Mar 17, 2015 07:51:38.855103000 UTC","track.adform.net","192.168.0.51"
"Mar 17, 2015 07:51:38.918212000 UTC","track.adform.net","192.168.0.51"
"Mar 17, 2015 07:51:38.962511000 UTC","track.adform.net","192.168.0.51"
"Mar 17, 2015 07:51:39.014170000 UTC","track.adform.net","192.168.0.51"
"Mar 17, 2015 07:51:39.063573000 UTC","track.adform.net","192.168.0.51"
"Mar 17, 2015 07:51:39.111770000 UTC","track.adform.net","192.168.0.51"
"Mar 17, 2015 07:51:39.220094000 UTC","s1.adform.net","192.168.0.51"
"Mar 17, 2015 07:51:39.327635000 UTC","b.scorecardresearch.com","192.168.0.51"
"Mar 17, 2015 07:51:39.432333000 UTC","track.adform.net","192.168.0.51"
"Mar 17, 2015 07:51:39.557312000 UTC","i.w55c.net","192.168.0.51"
"Mar 17, 2015 07:51:39.567115000 UTC","pix.impdesk.com","192.168.0.51"
"Mar 17, 2015 07:51:39.581273000 UTC","rcp.c.appier.net","192.168.0.51"
"Mar 17, 2015 07:51:39.596651000 UTC","www.wtp101.com","192.168.0.51"
"Mar 17, 2015 07:51:39.612157000 UTC","sync.tidaltv.com","192.168.0.51"
"Mar 17, 2015 07:51:39.614220000 UTC","cm.netseer.com","192.168.0.51"
"Mar 17, 2015 07:51:39.636328000 UTC","pixel.rubiconproject.com","192.168.0.51"
"Mar 17, 2015 07:51:39.641801000 UTC","tap.rubiconproject.com","192.168.0.51"
"Mar 17, 2015 07:51:39.659418000 UTC","rpush.cogocast.net","192.168.0.51"
"Mar 17, 2015 07:51:39.672554000 UTC","pixel.rubiconproject.com","192.168.0.51"
"Mar 17, 2015 07:51:39.681232000 UTC","pixel.rubiconproject.com","192.168.0.51"
"Mar 17, 2015 07:51:39.751069000 UTC","pixel.rubiconproject.com","192.168.0.51"
"Mar 17, 2015 07:51:39.840801000 UTC","d.turn.com","192.168.0.51"
"Mar 17, 2015 07:51:40.001793000 UTC","pixel.rubiconproject.com","192.168.0.51"
"Mar 17, 2015 07:52:00.562961000 UTC","www.google.se","192.168.0.51"
"Mar 17, 2015 07:52:01.107421000 UTC","www.whatsmyip.org","192.168.0.51"
"Mar 17, 2015 07:52:01.426074000 UTC","www.whatsmyip.org","192.168.0.51"
"Mar 17, 2015 07:52:01.431709000 UTC","www.whatsmyip.org","192.168.0.51"
"Mar 17, 2015 07:52:01.432359000 UTC","www.whatsmyip.org","192.168.0.51"
"Mar 17, 2015 07:52:01.594819000 UTC","platform.twitter.com","192.168.0.51"
"Mar 17, 2015 07:52:01.594819000 UTC","pagead2.googlesyndication.com","192.168.0.51"
"Mar 17, 2015 07:52:01.594819000 UTC","www.whatsmyip.org","192.168.0.51"
"Mar 17, 2015 07:52:01.594819000 UTC","www.whatsmyip.org","192.168.0.51"
"Mar 17, 2015 07:52:01.594819000 UTC","www.whatsmyip.org","192.168.0.51"
"Mar 17, 2015 07:52:01.594819000 UTC","www.whatsmyip.org","192.168.0.51"
"Mar 17, 2015 07:52:01.645884000 UTC","connect.facebook.net","192.168.0.51"
"Mar 17, 2015 07:52:01.716582000 UTC","pagead2.googlesyndication.com","192.168.0.51"
"Mar 17, 2015 07:52:01.751657000 UTC","googleads.g.doubleclick.net","192.168.0.51"
"Mar 17, 2015 07:52:01.758827000 UTC","pagead2.googlesyndication.com","192.168.0.51"
"Mar 17, 2015 07:52:01.758827000 UTC","pagead2.googlesyndication.com","192.168.0.51"
"Mar 17, 2015 07:52:01.762673000 UTC","www.whatsmyip.org","192.168.0.51"
"Mar 17, 2015 07:52:01.762678000 UTC","www.whatsmyip.org","192.168.0.51"
"Mar 17, 2015 07:52:01.766322000 UTC","www.whatsmyip.org","192.168.0.51"
"Mar 17, 2015 07:52:01.767089000 UTC","www.whatsmyip.org","192.168.0.51"
"Mar 17, 2015 07:52:01.939681000 UTC","platform.twitter.com","192.168.0.51"
"Mar 17, 2015 07:52:02.010566000 UTC","t3.gstatic.com","192.168.0.51"
"Mar 17, 2015 07:52:03.162159000 UTC","pagead2.googlesyndication.com","192.168.0.51"
"Mar 17, 2015 07:52:08.241796000 UTC","ads-grooveshark.com","192.168.0.51"
"Mar 17, 2015 07:52:08.865050000 UTC","crtl.aimatch.com","192.168.0.51"
"Mar 17, 2015 07:52:09.350817000 UTC","optimized-by.rubiconproject.com","192.168.0.51"
"Mar 17, 2015 07:52:09.500708000 UTC","track.adform.net","192.168.0.51"
"Mar 17, 2015 07:52:09.552213000 UTC","track.adform.net","192.168.0.51"
"Mar 17, 2015 07:52:09.596144000 UTC","track.adform.net","192.168.0.51"
"Mar 17, 2015 07:52:09.645832000 UTC","track.adform.net","192.168.0.51"
"Mar 17, 2015 07:52:09.696188000 UTC","track.adform.net","192.168.0.51"
"Mar 17, 2015 07:52:09.743477000 UTC","track.adform.net","192.168.0.51"
"Mar 17, 2015 07:52:09.813700000 UTC","s1.adform.net","192.168.0.51"
"Mar 17, 2015 07:52:09.951601000 UTC","b.scorecardresearch.com","192.168.0.51"
"Mar 17, 2015 07:52:10.057333000 UTC","track.adform.net","192.168.0.51"
"Mar 17, 2015 07:52:10.060242000 UTC","c1.adform.net","192.168.0.51"
"Mar 17, 2015 07:52:10.140739000 UTC","bidi-geo.mythings.com","192.168.0.51"
"Mar 17, 2015 07:52:10.146172000 UTC","px.owneriq.net","192.168.0.51"
"Mar 17, 2015 07:52:10.164198000 UTC","pixel.rubiconproject.com","192.168.0.51"
"Mar 17, 2015 07:52:10.164780000 UTC","dsp.adfarm1.adition.com","192.168.0.51"
"Mar 17, 2015 07:52:10.184403000 UTC","p.rfihub.com","192.168.0.51"
"Mar 17, 2015 07:52:10.193328000 UTC","ads.heias.com","192.168.0.51"
"Mar 17, 2015 07:52:10.224876000 UTC","pixel.rubiconproject.com","192.168.0.51"
"Mar 17, 2015 07:52:10.247239000 UTC","rubicon-cm.p.veruta.com","192.168.0.51"
"Mar 17, 2015 07:52:10.251721000 UTC","pixel.rubiconproject.com","192.168.0.51"
"Mar 17, 2015 07:52:10.264818000 UTC","rc.d.chango.com","192.168.0.51"
"Mar 17, 2015 07:52:10.363002000 UTC","sync.active-agent.com","192.168.0.51"
"Mar 17, 2015 07:52:10.415728000 UTC","pixel.rubiconproject.com","192.168.0.51"
"Mar 17, 2015 07:52:22.447032000 UTC","90.236.3.35","54.165.117.134"
"Mar 17, 2015 07:52:22.587387000 UTC","90.236.3.35","54.165.117.134"
"Mar 17, 2015 07:52:22.726671000 UTC","90.236.3.35","54.165.117.134"
"Mar 17, 2015 07:52:38.878799000 UTC","ads-grooveshark.com","192.168.0.51"
"Mar 17, 2015 07:52:39.318216000 UTC","crtl.aimatch.com","192.168.0.51"
"Mar 17, 2015 07:52:39.779574000 UTC","optimized-by.rubiconproject.com","192.168.0.51"
"Mar 17, 2015 07:52:39.981595000 UTC","track.adform.net","192.168.0.51"
"Mar 17, 2015 07:52:40.046522000 UTC","track.adform.net","192.168.0.51"
"Mar 17, 2015 07:52:40.090558000 UTC","track.adform.net","192.168.0.51"
"Mar 17, 2015 07:52:40.134749000 UTC","track.adform.net","192.168.0.51"
"Mar 17, 2015 07:52:40.186500000 UTC","track.adform.net","192.168.0.51"
"Mar 17, 2015 07:52:40.233735000 UTC","track.adform.net","192.168.0.51"
"Mar 17, 2015 07:52:40.307599000 UTC","s1.adform.net","192.168.0.51"
"Mar 17, 2015 07:52:40.441393000 UTC","b.scorecardresearch.com","192.168.0.51"
"Mar 17, 2015 07:52:40.547263000 UTC","track.adform.net","192.168.0.51"
"Mar 17, 2015 07:52:40.614237000 UTC","match.basebanner.com","192.168.0.51"
"Mar 17, 2015 07:52:40.627976000 UTC","green.erne.co","192.168.0.51"
"Mar 17, 2015 07:52:40.645561000 UTC","d5p.de17a.com","192.168.0.51"
"Mar 17, 2015 07:52:40.652489000 UTC","pixel.everesttech.net","192.168.0.51"
"Mar 17, 2015 07:52:40.710097000 UTC","idsync.fetchback.com","192.168.0.51"
"Mar 17, 2015 07:52:40.731092000 UTC","map.media6degrees.com","192.168.0.51"
"Mar 17, 2015 07:52:40.733140000 UTC","pixel.rubiconproject.com","192.168.0.51"
"Mar 17, 2015 07:52:40.733366000 UTC","pixel.rubiconproject.com","192.168.0.51"
"Mar 17, 2015 07:52:40.744358000 UTC","rtb.revenuemantra.com","192.168.0.51"
"Mar 17, 2015 07:52:40.762818000 UTC","pixel.rubiconproject.com","192.168.0.51"
"Mar 17, 2015 07:52:40.764798000 UTC","pixel.rubiconproject.com","192.168.0.51"
"Mar 17, 2015 07:52:40.871014000 UTC","pixel.rubiconproject.com","192.168.0.51"
"Mar 17, 2015 07:52:40.876103000 UTC","rtb.revenuemantra.com","192.168.0.51"
"Mar 17, 2015 07:52:40.887842000 UTC","pxl.connexity.net","192.168.0.51"
"Mar 17, 2015 07:52:41.013111000 UTC","pixel.rubiconproject.com","192.168.0.51"
"Mar 17, 2015 07:52:58.981932000 UTC","90.236.3.35","177.71.226.28"
"Mar 17, 2015 07:52:59.104379000 UTC","90.236.3.35","177.71.226.28"
"Mar 17, 2015 07:52:59.280068000 UTC","90.236.3.35","177.71.226.28"
"Mar 17, 2015 07:52:59.392758000 UTC","90.236.3.35","177.71.226.28"
"Mar 17, 2015 07:52:59.529529000 UTC","90.236.3.35","177.71.226.28"
"Mar 17, 2015 07:52:59.591102000 UTC","90.236.3.35","177.71.226.28"
"Mar 17, 2015 07:53:06.375452000 UTC","www.gscookiemonster.com","192.168.0.51"
"Mar 17, 2015 07:53:06.623660000 UTC","a.adroll.com","192.168.0.51"
"Mar 17, 2015 07:53:06.793468000 UTC","d.adroll.com","192.168.0.51"
"Mar 17, 2015 07:53:06.875234000 UTC","a.adroll.com","192.168.0.51"
"Mar 17, 2015 07:53:06.875275000 UTC","d.adroll.com","192.168.0.51"
"Mar 17, 2015 07:53:06.920163000 UTC","d.adroll.com","192.168.0.51"
"Mar 17, 2015 07:53:06.921304000 UTC","googleads.g.doubleclick.net","192.168.0.51"
"Mar 17, 2015 07:53:06.952005000 UTC","d.adroll.com","192.168.0.51"
"Mar 17, 2015 07:53:06.975520000 UTC","ib.adnxs.com","192.168.0.51"
"Mar 17, 2015 07:53:06.991601000 UTC","googleads.g.doubleclick.net","192.168.0.51"
"Mar 17, 2015 07:53:06.993256000 UTC","d.adroll.com","192.168.0.51"
"Mar 17, 2015 07:53:06.993343000 UTC","d.adroll.com","192.168.0.51"
"Mar 17, 2015 07:53:06.993647000 UTC","d.adroll.com","192.168.0.51"
"Mar 17, 2015 07:53:06.993647000 UTC","d.adroll.com","192.168.0.51"
"Mar 17, 2015 07:53:06.996629000 UTC","d.adroll.com","192.168.0.51"
"Mar 17, 2015 07:53:07.019205000 UTC","www.google.com","192.168.0.51"
"Mar 17, 2015 07:53:07.055210000 UTC","www.google.com","192.168.0.51"
"Mar 17, 2015 07:53:07.056998000 UTC","ads.yahoo.com","192.168.0.51"
"Mar 17, 2015 07:53:07.070656000 UTC","ib.adnxs.com","192.168.0.51"
"Mar 17, 2015 07:53:07.087100000 UTC","www.google.se","192.168.0.51"
"Mar 17, 2015 07:53:07.115817000 UTC","x.bidswitch.net","192.168.0.51"
"Mar 17, 2015 07:53:07.141352000 UTC","ads.yahoo.com","192.168.0.51"
"Mar 17, 2015 07:53:07.150647000 UTC","www.google.se","192.168.0.51"
"Mar 17, 2015 07:53:07.179969000 UTC","pixel.sitescout.com","192.168.0.51"
"Mar 17, 2015 07:53:07.201896000 UTC","d.adroll.com","192.168.0.51"
"Mar 17, 2015 07:53:07.257718000 UTC","idsync.rlcdn.com","192.168.0.51"
"Mar 17, 2015 07:53:07.319458000 UTC","ib.adnxs.com","192.168.0.51"
"Mar 17, 2015 07:53:08.835878000 UTC","90.236.3.35","177.71.226.28"
"Mar 17, 2015 07:53:09.111012000 UTC","90.236.3.35","177.71.226.28"
"Mar 17, 2015 07:53:09.431854000 UTC","90.236.3.35","177.71.226.28"
"Mar 17, 2015 07:53:21.911519000 UTC","90.236.3.35","177.71.226.28"
"Mar 17, 2015 07:53:22.231284000 UTC","90.236.3.35","177.71.226.28"
"Mar 17, 2015 07:53:22.551448000 UTC","90.236.3.35","177.71.226.28"
"Mar 17, 2015 07:53:27.639754000 UTC","90.236.3.35","177.71.226.28"
"Mar 17, 2015 07:53:27.991162000 UTC","90.236.3.35","177.71.226.28"
"Mar 17, 2015 07:53:28.270636000 UTC","90.236.3.35","177.71.226.28"
"Mar 17, 2015 07:53:34.030362000 UTC","90.236.3.35","177.71.226.28"
"Mar 17, 2015 07:53:34.318510000 UTC","90.236.3.35","177.71.226.28"
